sequence_id,speaker_id,sequence_index,utterance_ids,window_files,labels,sequence_label,escalation_label,split
seq_000202,14,6,"[""14_03-01-02-01-02-01-14"", ""14_03-01-02-01-02-02-14"", ""14_03-01-02-02-01-01-14"", ""14_03-01-02-02-01-02-14""]","[""data/processed/audio/train/14_03-01-02-01-02-01-14_win0.wav"", ""data/processed/audio/train/14_03-01-02-01-02-02-14_win0.wav"", ""data/processed/audio/train/14_03-01-02-02-01-01-14_win0.wav"", ""data/processed/audio/train/14_03-01-02-02-01-02-14_win0.wav""]","[0, 0, 0, 0]",0,0,train
seq_000203,14,7,"[""14_03-01-02-01-02-02-14"", ""14_03-01-02-02-01-01-14"", ""14_03-01-02-02-01-02-14"", ""14_03-01-02-02-02-01-14""]","[""data/processed/audio/train/14_03-01-02-01-02-02-14_win0.wav"", ""data/processed/audio/train/14_03-01-02-02-01-01-14_win0.wav"", ""data/processed/audio/train/14_03-01-02-02-01-02-14_win0.wav"", ""data/processed/audio/train/14_03-01-02-02-02-01-14_win0.wav""]","[0, 0, 0, 0]",0,0,train
seq_000204,14,8,"[""14_03-01-02-02-01-01-14"", ""14_03-01-02-02-01-02-14"", ""14_03-01-02-02-02-01-14"", ""14_03-01-02-02-02-02-14""]","[""data/processed/audio/train/14_03-01-02-02-01-01-14_win0.wav"", ""data/processed/audio/train/14_03-01-02-02-01-02-14_win0.wav"", ""data/processed/audio/train/14_03-01-02-02-02-01-14_win0.wav"", ""data/processed/audio/train/14_03-01-02-02-02-02-14_win0.wav""]","[0, 0, 0, 0]",0,0,train
seq_000205,14,9,"[""14_03-01-02-02-01-02-14"", ""14_03-01-02-02-02-01-14"", ""14_03-01-02-02-02-02-14"", ""14_03-01-03-01-01-01-14""]","[""data/processed/audio/train/14_03-01-02-02-01-02-14_win0.wav"", ""data/processed/audio/train/14_03-01-02-02-02-01-14_win0.wav"", ""data/processed/audio/train/14_03-01-02-02-02-02-14_win0.wav"", ""data/processed/audio/train/14_03-01-03-01-01-01-14_win0.wav""]","[0, 0, 0, 0]",0,0,train
seq_000206,14,10,"[""14_03-01-02-02-02-01-14"", ""14_03-01-02-02-02-02-14"", ""14_03-01-03-01-01-01-14"", ""14_03-01-03-01-01-02-14""]","[""data/processed/audio/train/14_03-01-02-02-02-01-14_win0.wav"", ""data/processed/audio/train/14_03-01-02-02-02-02-14_win0.wav"", ""data/processed/audio/train/14_03-01-03-01-01-01-14_win0.wav"", ""data/processed/audio/train/14_03-01-03-01-01-02-14_win0.wav""]","[0, 0, 0, 0]",0,0,train
seq_000207,14,11,"[""14_03-01-02-02-02-02-14"", ""14_03-01-03-01-01-01-14"", ""14_03-01-03-01-01-02-14"", ""14_03-01-03-01-02-01-14""]","[""data/processed/audio/train/14_03-01-02-02-02-02-14_win0.wav"", ""data/processed/audio/train/14_03-01-03-01-01-01-14_win0.wav"", ""data/processed/audio/train/14_03-01-03-01-01-02-14_win0.wav"", ""data/processed/audio/train/14_03-01-03-01-02-01-14_win0.wav""]","[0, 0, 0, 0]",0,0,train
seq_000208,14,12,"[""14_03-01-03-01-01-01-14"", ""14_03-01-03-01-01-02-14"", ""14_03-01-03-01-02-01-14"", ""14_03-01-03-01-02-02-14""]","[""data/processed/audio/train/14_03-01-03-01-01-01-14_win0.wav"", ""data/processed/audio/train/14_03-01-03-01-01-02-14_win0.wav"", ""data/processed/audio/train/14_03-01-03-01-02-01-14_win0.wav"", ""data/processed/audio/train/14_03-01-03-01-02-02-14_win0.wav""]","[0, 0, 0, 0]",0,0,train
seq_000209,14,13,"[""14_03-01-03-01-01-02-14"", ""14_03-01-03-01-02-01-14"", ""14_03-01-03-01-02-02-14"", ""14_03-01-03-02-01-01-14""]","[""data/processed/audio/train/14_03-01-03-01-01-02-14_win0.wav"", ""data/processed/audio/train/14_03-01-03-01-02-01-14_win0.wav"", ""data/processed/audio/train/14_03-01-03-01-02-02-14_win0.wav"", ""data/processed/audio/train/14_03-01-03-02-01-01-14_win0.wav""]","[0, 0, 0, 0]",0,0,train
seq_000210,14,14,"[""14_03-01-03-01-02-01-14"", ""14_03-01-03-01-02-02-14"", ""14_03-01-03-02-01-01-14"", ""14_03-01-03-02-01-02-14""]","[""data/processed/audio/train/14_03-01-03-01-02-01-14_win0.wav"", ""data/processed/audio/train/14_03-01-03-01-02-02-14_win0.wav"", ""data/processed/audio/train/14_03-01-03-02-01-01-14_win0.wav"", ""data/processed/audio/train/14_03-01-03-02-01-02-14_win0.wav""]","[0, 0, 0, 0]",0,0,train
seq_000211,14,15,"[""14_03-01-03-01-02-02-14"", ""14_03-01-03-02-01-01-14"", ""14_03-01-03-02-01-02-14"", ""14_03-01-03-02-02-01-14""]","[""data/processed/audio/train/14_03-01-03-01-02-02-14_win0.wav"", ""data/processed/audio/train/14_03-01-03-02-01-01-14_win0.wav"", ""data/processed/audio/train/14_03-01-03-02-01-02-14_win0.wav"", ""data/processed/audio/train/14_03-01-03-02-02-01-14_win0.wav""]","[0, 0, 0, 0]",0,0,train
seq_000212,14,16,"[""14_03-01-03-02-01-01-14"", ""14_03-01-03-02-01-02-14"", ""14_03-01-03-02-02-01-14"", ""14_03-01-03-02-02-02-14""]","[""data/processed/audio/train/14_03-01-03-02-01-01-14_win0.wav"", ""data/processed/audio/train/14_03-01-03-02-01-02-14_win0.wav"", ""data/processed/audio/train/14_03-01-03-02-02-01-14_win0.wav"", ""data/processed/audio/train/14_03-01-03-02-02-02-14_win0.wav""]","[0, 0, 0, 0]",0,0,train
seq_000213,14,17,"[""14_03-01-03-02-01-02-14"", ""14_03-01-03-02-02-01-14"", ""14_03-01-03-02-02-02-14"", ""14_03-01-04-01-01-01-14""]","[""data/processed/audio/train/14_03-01-03-02-01-02-14_win0.wav"", ""data/processed/audio/train/14_03-01-03-02-02-01-14_win0.wav"", ""data/processed/audio/train/14_03-01-03-02-02-02-14_win0.wav"", ""data/processed/audio/train/14_03-01-04-01-01-01-14_win0.wav""]","[0, 0, 0, 0]",0,0,train
seq_000214,14,18,"[""14_03-01-03-02-02-01-14"", ""14_03-01-03-02-02-02-14"", ""14_03-01-04-01-01-01-14"", ""14_03-01-04-01-01-02-14""]","[""data/processed/audio/train/14_03-01-03-02-02-01-14_win0.wav"", ""data/processed/audio/train/14_03-01-03-02-02-02-14_win0.wav"", ""data/processed/audio/train/14_03-01-04-01-01-01-14_win0.wav"", ""data/processed/audio/train/14_03-01-04-01-01-02-14_win0.wav""]","[0, 0, 0, 0]",0,0,train
seq_000215,14,19,"[""14_03-01-03-02-02-02-14"", ""14_03-01-04-01-01-01-14"", ""14_03-01-04-01-01-02-14"", ""14_03-01-04-01-02-01-14""]","[""data/processed/audio/train/14_03-01-03-02-02-02-14_win0.wav"", ""data/processed/audio/train/14_03-01-04-01-01-01-14_win0.wav"", ""data/processed/audio/train/14_03-01-04-01-01-02-14_win0.wav"", ""data/processed/audio/train/14_03-01-04-01-02-01-14_win0.wav""]","[0, 0, 0, 0]",0,0,train
seq_000216,14,20,"[""14_03-01-04-01-01-01-14"", ""14_03-01-04-01-01-02-14"", ""14_03-01-04-01-02-01-14"", ""14_03-01-04-01-02-02-14""]","[""data/processed/audio/train/14_03-01-04-01-01-01-14_win0.wav"", ""data/processed/audio/train/14_03-01-04-01-01-02-14_win0.wav"", ""data/processed/audio/train/14_03-01-04-01-02-01-14_win0.wav"", ""data/processed/audio/train/14_03-01-04-01-02-02-14_win0.wav""]","[0, 0, 0, 0]",0,0,train
seq_000217,14,21,"[""14_03-01-04-01-01-02-14"", ""14_03-01-04-01-02-01-14"", ""14_03-01-04-01-02-02-14"", ""14_03-01-04-02-01-01-14""]","[""data/processed/audio/train/14_03-01-04-01-01-02-14_win0.wav"", ""data/processed/audio/train/14_03-01-04-01-02-01-14_win0.wav"", ""data/processed/audio/train/14_03-01-04-01-02-02-14_win0.wav"", ""data/processed/audio/train/14_03-01-04-02-01-01-14_win0.wav""]","[0, 0, 0, 0]",0,0,train
seq_000218,14,22,"[""14_03-01-04-01-02-01-14"", ""14_03-01-04-01-02-02-14"", ""14_03-01-04-02-01-01-14"", ""14_03-01-04-02-01-02-14""]","[""data/processed/audio/train/14_03-01-04-01-02-01-14_win0.wav"", ""data/processed/audio/train/14_03-01-04-01-02-02-14_win0.wav"", ""data/processed/audio/train/14_03-01-04-02-01-01-14_win0.wav"", ""data/processed/audio/train/14_03-01-04-02-01-02-14_win0.wav""]","[0, 0, 0, 0]",0,0,train
seq_000219,14,23,"[""14_03-01-04-01-02-02-14"", ""14_03-01-04-02-01-01-14"", ""14_03-01-04-02-01-02-14"", ""14_03-01-04-02-02-01-14""]","[""data/processed/audio/train/14_03-01-04-01-02-02-14_win0.wav"", ""data/processed/audio/train/14_03-01-04-02-01-01-14_win0.wav"", ""data/processed/audio/train/14_03-01-04-02-01-02-14_win0.wav"", ""data/processed/audio/train/14_03-01-04-02-02-01-14_win0.wav""]","[0, 0, 0, 0]",0,0,train
seq_000220,14,24,"[""14_03-01-04-02-01-01-14"", ""14_03-01-04-02-01-02-14"", ""14_03-01-04-02-02-01-14"", ""14_03-01-04-02-02-02-14""]","[""data/processed/audio/train/14_03-01-04-02-01-01-14_win0.wav"", ""data/processed/audio/train/14_03-01-04-02-01-02-14_win0.wav"", ""data/processed/audio/train/14_03-01-04-02-02-01-14_win0.wav"", ""data/processed/audio/train/14_03-01-04-02-02-02-14_win0.wav""]","[0, 0, 0, 0]",0,0,train
seq_000221,14,25,"[""14_03-01-04-02-01-02-14"", ""14_03-01-04-02-02-01-14"", ""14_03-01-04-02-02-02-14"", ""14_03-01-05-01-01-01-14""]","[""data/processed/audio/train/14_03-01-04-02-01-02-14_win0.wav"", ""data/processed/audio/train/14_03-01-04-02-02-01-14_win0.wav"", ""data/processed/audio/train/14_03-01-04-02-02-02-14_win0.wav"", ""data/processed/audio/train/14_03-01-05-01-01-01-14_win0.wav""]","[0, 0, 0, 1]",1,0,train
seq_000222,14,26,"[""14_03-01-04-02-02-01-14"", ""14_03-01-04-02-02-02-14"", ""14_03-01-05-01-01-01-14"", ""14_03-01-05-01-01-02-14""]","[""data/processed/audio/train/14_03-01-04-02-02-01-14_win0.wav"", ""data/processed/audio/train/14_03-01-04-02-02-02-14_win0.wav"", ""data/processed/audio/train/14_03-01-05-01-01-01-14_win0.wav"", ""data/processed/audio/train/14_03-01-05-01-01-02-14_win0.wav""]","[0, 0, 1, 1]",1,1,train
seq_000223,14,27,"[""14_03-01-04-02-02-02-14"", ""14_03-01-05-01-01-01-14"", ""14_03-01-05-01-01-02-14"", ""14_03-01-05-01-02-01-14""]","[""data/processed/audio/train/14_03-01-04-02-02-02-14_win0.wav"", ""data/processed/audio/train/14_03-01-05-01-01-01-14_win0.wav"", ""data/processed/audio/train/14_03-01-05-01-01-02-14_win0.wav"", ""data/processed/audio/train/14_03-01-05-01-02-01-14_win0.wav""]","[0, 1, 1, 1]",1,1,train
seq_000224,14,28,"[""14_03-01-05-01-01-01-14"", ""14_03-01-05-01-01-02-14"", ""14_03-01-05-01-02-01-14"", ""14_03-01-05-01-02-02-14""]","[""data/processed/audio/train/14_03-01-05-01-01-01-14_win0.wav"", ""data/processed/audio/train/14_03-01-05-01-01-02-14_win0.wav"", ""data/processed/audio/train/14_03-01-05-01-02-01-14_win0.wav"", ""data/processed/audio/train/14_03-01-05-01-02-02-14_win0.wav""]","[1, 1, 1, 1]",1,0,train
seq_000225,14,29,"[""14_03-01-05-01-01-02-14"", ""14_03-01-05-01-02-01-14"", ""14_03-01-05-01-02-02-14"", ""14_03-01-05-02-01-01-14""]","[""data/processed/audio/train/14_03-01-05-01-01-02-14_win0.wav"", ""data/processed/audio/train/14_03-01-05-01-02-01-14_win0.wav"", ""data/processed/audio/train/14_03-01-05-01-02-02-14_win0.wav"", ""data/processed/audio/train/14_03-01-05-02-01-01-14_win0.wav""]","[1, 1, 1, 1]",1,0,train
seq_000226,14,30,"[""14_03-01-05-01-02-01-14"", ""14_03-01-05-01-02-02-14"", ""14_03-01-05-02-01-01-14"", ""14_03-01-05-02-01-02-14""]","[""data/processed/audio/train/14_03-01-05-01-02-01-14_win0.wav"", ""data/processed/audio/train/14_03-01-05-01-02-02-14_win0.wav"", ""data/processed/audio/train/14_03-01-05-02-01-01-14_win0.wav"", ""data/processed/audio/train/14_03-01-05-02-01-02-14_win0.wav""]","[1, 1, 1, 1]",1,0,train
seq_000227,14,31,"[""14_03-01-05-01-02-02-14"", ""14_03-01-05-02-01-01-14"", ""14_03-01-05-02-01-02-14"", ""14_03-01-05-02-02-01-14""]","[""data/processed/audio/train/14_03-01-05-01-02-02-14_win0.wav"", ""data/processed/audio/train/14_03-01-05-02-01-01-14_win0.wav"", ""data/processed/audio/train/14_03-01-05-02-01-02-14_win0.wav"", ""data/processed/audio/train/14_03-01-05-02-02-01-14_win0.wav""]","[1, 1, 1, 1]",1,0,train
seq_000228,14,32,"[""14_03-01-05-02-01-01-14"", ""14_03-01-05-02-01-02-14"", ""14_03-01-05-02-02-01-14"", ""14_03-01-05-02-02-02-14""]","[""data/processed/audio/train/14_03-01-05-02-01-01-14_win0.wav"", ""data/processed/audio/train/14_03-01-05-02-01-02-14_win0.wav"", ""data/processed/audio/train/14_03-01-05-02-02-01-14_win0.wav"", ""data/processed/audio/train/14_03-01-05-02-02-02-14_win0.wav""]","[1, 1, 1, 1]",1,0,train
seq_000229,14,33,"[""14_03-01-05-02-01-02-14"", ""14_03-01-05-02-02-01-14"", ""14_03-01-05-02-02-02-14"", ""14_03-01-06-01-01-01-14""]","[""data/processed/audio/train/14_03-01-05-02-01-02-14_win0.wav"", ""data/processed/audio/train/14_03-01-05-02-02-01-14_win0.wav"", ""data/processed/audio/train/14_03-01-05-02-02-02-14_win0.wav"", ""data/processed/audio/train/14_03-01-06-01-01-01-14_win0.wav""]","[1, 1, 1, 1]",1,0,train
seq_000230,14,34,"[""14_03-01-05-02-02-01-14"", ""14_03-01-05-02-02-02-14"", ""14_03-01-06-01-01-01-14"", ""14_03-01-06-01-01-02-14""]","[""data/processed/audio/train/14_03-01-05-02-02-01-14_win0.wav"", ""data/processed/audio/train/14_03-01-05-02-02-02-14_win0.wav"", ""data/processed/audio/train/14_03-01-06-01-01-01-14_win0.wav"", ""data/processed/audio/train/14_03-01-06-01-01-02-14_win0.wav""]","[1, 1, 1, 1]",1,0,train
seq_000231,14,35,"[""14_03-01-05-02-02-02-14"", ""14_03-01-06-01-01-01-14"", ""14_03-01-06-01-01-02-14"", ""14_03-01-06-01-02-01-14""]","[""data/processed/audio/train/14_03-01-05-02-02-02-14_win0.wav"", ""data/processed/audio/train/14_03-01-06-01-01-01-14_win0.wav"", ""data/processed/audio/train/14_03-01-06-01-01-02-14_win0.wav"", ""data/processed/audio/train/14_03-01-06-01-02-01-14_win0.wav""]","[1, 1, 1, 1]",1,0,train
seq_000232,14,36,"[""14_03-01-06-01-01-01-14"", ""14_03-01-06-01-01-02-14"", ""14_03-01-06-01-02-01-14"", ""14_03-01-06-01-02-02-14""]","[""data/processed/audio/train/14_03-01-06-01-01-01-14_win0.wav"", ""data/processed/audio/train/14_03-01-06-01-01-02-14_win0.wav"", ""data/processed/audio/train/14_03-01-06-01-02-01-14_win0.wav"", ""data/processed/audio/train/14_03-01-06-01-02-02-14_win0.wav""]","[1, 1, 1, 1]",1,0,train
seq_000233,14,37,"[""14_03-01-06-01-01-02-14"", ""14_03-01-06-01-02-01-14"", ""14_03-01-06-01-02-02-14"", ""14_03-01-06-02-01-01-14""]","[""data/processed/audio/train/14_03-01-06-01-01-02-14_win0.wav"", ""data/processed/audio/train/14_03-01-06-01-02-01-14_win0.wav"", ""data/processed/audio/train/14_03-01-06-01-02-02-14_win0.wav"", ""data/processed/audio/train/14_03-01-06-02-01-01-14_win0.wav""]","[1, 1, 1, 1]",1,0,train
seq_000234,14,38,"[""14_03-01-06-01-02-01-14"", ""14_03-01-06-01-02-02-14"", ""14_03-01-06-02-01-01-14"", ""14_03-01-06-02-01-02-14""]","[""data/processed/audio/train/14_03-01-06-01-02-01-14_win0.wav"", ""data/processed/audio/train/14_03-01-06-01-02-02-14_win0.wav"", ""data/processed/audio/train/14_03-01-06-02-01-01-14_win0.wav"", ""data/processed/audio/train/14_03-01-06-02-01-02-14_win0.wav""]","[1, 1, 1, 1]",1,0,train
seq_000235,14,39,"[""14_03-01-06-01-02-02-14"", ""14_03-01-06-02-01-01-14"", ""14_03-01-06-02-01-02-14"", ""14_03-01-06-02-02-01-14""]","[""data/processed/audio/train/14_03-01-06-01-02-02-14_win0.wav"", ""data/processed/audio/train/14_03-01-06-02-01-01-14_win0.wav"", ""data/processed/audio/train/14_03-01-06-02-01-02-14_win0.wav"", ""data/processed/audio/train/14_03-01-06-02-02-01-14_win0.wav""]","[1, 1, 1, 1]",1,0,train
seq_000236,14,40,"[""14_03-01-06-02-01-01-14"", ""14_03-01-06-02-01-02-14"", ""14_03-01-06-02-02-01-14"", ""14_03-01-06-02-02-02-14""]","[""data/processed/audio/train/14_03-01-06-02-01-01-14_win0.wav"", ""data/processed/audio/train/14_03-01-06-02-01-02-14_win0.wav"", ""data/processed/audio/train/14_03-01-06-02-02-01-14_win0.wav"", ""data/processed/audio/train/14_03-01-06-02-02-02-14_win0.wav""]","[1, 1, 1, 1]",1,0,train
seq_000237,14,41,"[""14_03-01-06-02-01-02-14"", ""14_03-01-06-02-02-01-14"", ""14_03-01-06-02-02-02-14"", ""14_03-01-07-01-01-01-14""]","[""data/processed/audio/train/14_03-01-06-02-01-02-14_win0.wav"", ""data/processed/audio/train/14_03-01-06-02-02-01-14_win0.wav"", ""data/processed/audio/train/14_03-01-06-02-02-02-14_win0.wav"", ""data/processed/audio/train/14_03-01-07-01-01-01-14_win0.wav""]","[1, 1, 1, 1]",1,0,train
seq_000238,14,42,"[""14_03-01-06-02-02-01-14"", ""14_03-01-06-02-02-02-14"", ""14_03-01-07-01-01-01-14"", ""14_03-01-07-01-01-02-14""]","[""data/processed/audio/train/14_03-01-06-02-02-01-14_win0.wav"", ""data/processed/audio/train/14_03-01-06-02-02-02-14_win0.wav"", ""data/processed/audio/train/14_03-01-07-01-01-01-14_win0.wav"", ""data/processed/audio/train/14_03-01-07-01-01-02-14_win0.wav""]","[1, 1, 1, 1]",1,0,train
seq_000239,14,43,"[""14_03-01-06-02-02-02-14"", ""14_03-01-07-01-01-01-14"", ""14_03-01-07-01-01-02-14"", ""14_03-01-07-01-02-01-14""]","[""data/processed/audio/train/14_03-01-06-02-02-02-14_win0.wav"", ""data/processed/audio/train/14_03-01-07-01-01-01-14_win0.wav"", ""data/processed/audio/train/14_03-01-07-01-01-02-14_win0.wav"", ""data/processed/audio/train/14_03-01-07-01-02-01-14_win0.wav""]","[1, 1, 1, 1]",1,0,train
seq_000240,14,44,"[""14_03-01-07-01-01-01-14"", ""14_03-01-07-01-01-02-14"", ""14_03-01-07-01-02-01-14"", ""14_03-01-07-01-02-02-14""]","[""data/processed/audio/train/14_03-01-07-01-01-01-14_win0.wav"", ""data/processed/audio/train/14_03-01-07-01-01-02-14_win0.wav"", ""data/processed/audio/train/14_03-01-07-01-02-01-14_win0.wav"", ""data/processed/audio/train/14_03-01-07-01-02-02-14_win0.wav""]","[1, 1, 1, 1]",1,0,train
seq_000241,14,45,"[""14_03-01-07-01-01-02-14"", ""14_03-01-07-01-02-01-14"", ""14_03-01-07-01-02-02-14"", ""14_03-01-07-02-01-01-14""]","[""data/processed/audio/train/14_03-01-07-01-01-02-14_win0.wav"", ""data/processed/audio/train/14_03-01-07-01-02-01-14_win0.wav"", ""data/processed/audio/train/14_03-01-07-01-02-02-14_win0.wav"", ""data/processed/audio/train/14_03-01-07-02-01-01-14_win0.wav""]","[1, 1, 1, 1]",1,0,train
seq_000242,14,46,"[""14_03-01-07-01-02-01-14"", ""14_03-01-07-01-02-02-14"", ""14_03-01-07-02-01-01-14"", ""14_03-01-07-02-01-02-14""]","[""data/processed/audio/train/14_03-01-07-01-02-01-14_win0.wav"", ""data/processed/audio/train/14_03-01-07-01-02-02-14_win0.wav"", ""data/processed/audio/train/14_03-01-07-02-01-01-14_win0.wav"", ""data/processed/audio/train/14_03-01-07-02-01-02-14_win0.wav""]","[1, 1, 1, 1]",1,0,train
seq_000243,14,47,"[""14_03-01-07-01-02-02-14"", ""14_03-01-07-02-01-01-14"", ""14_03-01-07-02-01-02-14"", ""14_03-01-07-02-02-01-14""]","[""data/processed/audio/train/14_03-01-07-01-02-02-14_win0.wav"", ""data/processed/audio/train/14_03-01-07-02-01-01-14_win0.wav"", ""data/processed/audio/train/14_03-01-07-02-01-02-14_win0.wav"", ""data/processed/audio/train/14_03-01-07-02-02-01-14_win0.wav""]","[1, 1, 1, 1]",1,0,train
seq_000244,14,48,"[""14_03-01-07-02-01-01-14"", ""14_03-01-07-02-01-02-14"", ""14_03-01-07-02-02-01-14"", ""14_03-01-07-02-02-02-14""]","[""data/processed/audio/train/14_03-01-07-02-01-01-14_win0.wav"", ""data/processed/audio/train/14_03-01-07-02-01-02-14_win0.wav"", ""data/processed/audio/train/14_03-01-07-02-02-01-14_win0.wav"", ""data/processed/audio/train/14_03-01-07-02-02-02-14_win0.wav""]","[1, 1, 1, 1]",1,0,train
seq_000245,15,0,"[""15_03-01-01-01-01-01-15"", ""15_03-01-01-01-01-02-15"", ""15_03-01-01-01-02-01-15"", ""15_03-01-01-01-02-02-15""]","[""data/processed/audio/train/15_03-01-01-01-01-01-15_win0.wav"", ""data/processed/audio/train/15_03-01-01-01-01-02-15_win0.wav"", ""data/processed/audio/train/15_03-01-01-01-02-01-15_win0.wav"", ""data/processed/audio/train/15_03-01-01-01-02-02-15_win0.wav""]","[0, 0, 0, 0]",0,0,train
seq_000246,15,1,"[""15_03-01-01-01-01-02-15"", ""15_03-01-01-01-02-01-15"", ""15_03-01-01-01-02-02-15"", ""15_03-01-02-01-01-01-15""]","[""data/processed/audio/train/15_03-01-01-01-01-02-15_win0.wav"", ""data/processed/audio/train/15_03-01-01-01-02-01-15_win0.wav"", ""data/processed/audio/train/15_03-01-01-01-02-02-15_win0.wav"", ""data/processed/audio/train/15_03-01-02-01-01-01-15_win0.wav""]","[0, 0, 0, 0]",0,0,train
seq_000247,15,2,"[""15_03-01-01-01-02-01-15"", ""15_03-01-01-01-02-02-15"", ""15_03-01-02-01-01-01-15"", ""15_03-01-02-01-01-02-15""]","[""data/processed/audio/train/15_03-01-01-01-02-01-15_win0.wav"", ""data/processed/audio/train/15_03-01-01-01-02-02-15_win0.wav"", ""data/processed/audio/train/15_03-01-02-01-01-01-15_win0.wav"", ""data/processed/audio/train/15_03-01-02-01-01-02-15_win0.wav""]","[0, 0, 0, 0]",0,0,train
seq_000248,15,3,"[""15_03-01-01-01-02-02-15"", ""15_03-01-02-01-01-01-15"", ""15_03-01-02-01-01-02-15"", ""15_03-01-02-01-02-01-15""]","[""data/processed/audio/train/15_03-01-01-01-02-02-15_win0.wav"", ""data/processed/audio/train/15_03-01-02-01-01-01-15_win0.wav"", ""data/processed/audio/train/15_03-01-02-01-01-02-15_win0.wav"", ""data/processed/audio/train/15_03-01-02-01-02-01-15_win0.wav""]","[0, 0, 0, 0]",0,0,train
seq_000249,15,4,"[""15_03-01-02-01-01-01-15"", ""15_03-01-02-01-01-02-15"", ""15_03-01-02-01-02-01-15"", ""15_03-01-02-01-02-02-15""]","[""data/processed/audio/train/15_03-01-02-01-01-01-15_win0.wav"", ""data/processed/audio/train/15_03-01-02-01-01-02-15_win0.wav"", ""data/processed/audio/train/15_03-01-02-01-02-01-15_win0.wav"", ""data/processed/audio/train/15_03-01-02-01-02-02-15_win0.wav""]","[0, 0, 0, 0]",0,0,train
seq_000250,15,5,"[""15_03-01-02-01-01-02-15"", ""15_03-01-02-01-02-01-15"", ""15_03-01-02-01-02-02-15"", ""15_03-01-02-02-01-01-15""]","[""data/processed/audio/train/15_03-01-02-01-01-02-15_win0.wav"", ""data/processed/audio/train/15_03-01-02-01-02-01-15_win0.wav"", ""data/processed/audio/train/15_03-01-02-01-02-02-15_win0.wav"", ""data/processed/audio/train/15_03-01-02-02-01-01-15_win0.wav""]","[0, 0, 0, 0]",0,0,train
seq_000251,15,6,"[""15_03-01-02-01-02-01-15"", ""15_03-01-02-01-02-02-15"", ""15_03-01-02-02-01-01-15"", ""15_03-01-02-02-01-02-15""]","[""data/processed/audio/train/15_03-01-02-01-02-01-15_win0.wav"", ""data/processed/audio/train/15_03-01-02-01-02-02-15_win0.wav"", ""data/processed/audio/train/15_03-01-02-02-01-01-15_win0.wav"", ""data/processed/audio/train/15_03-01-02-02-01-02-15_win0.wav""]","[0, 0, 0, 0]",0,0,train
seq_000252,15,7,"[""15_03-01-02-01-02-02-15"", ""15_03-01-02-02-01-01-15"", ""15_03-01-02-02-01-02-15"", ""15_03-01-02-02-02-01-15""]","[""data/processed/audio/train/15_03-01-02-01-02-02-15_win0.wav"", ""data/processed/audio/train/15_03-01-02-02-01-01-15_win0.wav"", ""data/processed/audio/train/15_03-01-02-02-01-02-15_win0.wav"", ""data/processed/audio/train/15_03-01-02-02-02-01-15_win0.wav""]","[0, 0, 0, 0]",0,0,train
seq_000253,15,8,"[""15_03-01-02-02-01-01-15"", ""15_03-01-02-02-01-02-15"", ""15_03-01-02-02-02-01-15"", ""15_03-01-02-02-02-02-15""]","[""data/processed/audio/train/15_03-01-02-02-01-01-15_win0.wav"", ""data/processed/audio/train/15_03-01-02-02-01-02-15_win0.wav"", ""data/processed/audio/train/15_03-01-02-02-02-01-15_win0.wav"", ""data/processed/audio/train/15_03-01-02-02-02-02-15_win0.wav""]","[0, 0, 0, 0]",0,0,train
seq_000254,15,9,"[""15_03-01-02-02-01-02-15"", ""15_03-01-02-02-02-01-15"", ""15_03-01-02-02-02-02-15"", ""15_03-01-03-01-01-01-15""]","[""data/processed/audio/train/15_03-01-02-02-01-02-15_win0.wav"", ""data/processed/audio/train/15_03-01-02-02-02-01-15_win0.wav"", ""data/processed/audio/train/15_03-01-02-02-02-02-15_win0.wav"", ""data/processed/audio/train/15_03-01-03-01-01-01-15_win0.wav""]","[0, 0, 0, 0]",0,0,train
seq_000255,15,10,"[""15_03-01-02-02-02-01-15"", ""15_03-01-02-02-02-02-15"", ""15_03-01-03-01-01-01-15"", ""15_03-01-03-01-01-02-15""]","[""data/processed/audio/train/15_03-01-02-02-02-01-15_win0.wav"", ""data/processed/audio/train/15_03-01-02-02-02-02-15_win0.wav"", ""data/processed/audio/train/15_03-01-03-01-01-01-15_win0.wav"", ""data/processed/audio/train/15_03-01-03-01-01-02-15_win0.wav""]","[0, 0, 0, 0]",0,0,train
seq_000256,15,11,"[""15_03-01-02-02-02-02-15"", ""15_03-01-03-01-01-01-15"", ""15_03-01-03-01-01-02-15"", ""15_03-01-03-01-02-01-15""]","[""data/processed/audio/train/15_03-01-02-02-02-02-15_win0.wav"", ""data/processed/audio/train/15_03-01-03-01-01-01-15_win0.wav"", ""data/processed/audio/train/15_03-01-03-01-01-02-15_win0.wav"", ""data/processed/audio/train/15_03-01-03-01-02-01-15_win0.wav""]","[0, 0, 0, 0]",0,0,train
seq_000257,15,12,"[""15_03-01-03-01-01-01-15"", ""15_03-01-03-01-01-02-15"", ""15_03-01-03-01-02-01-15"", ""15_03-01-03-01-02-02-15""]","[""data/processed/audio/train/15_03-01-03-01-01-01-15_win0.wav"", ""data/processed/audio/train/15_03-01-03-01-01-02-15_win0.wav"", ""data/processed/audio/train/15_03-01-03-01-02-01-15_win0.wav"", ""data/processed/audio/train/15_03-01-03-01-02-02-15_win0.wav""]","[0, 0, 0, 0]",0,0,train
